Gene,ID	Locus,Tag	Gene,Product,Name	Genome,ID	Genome,Name	Batch1	
3300059695,assembled,Ga0334841_036864_200_1915	Ga0334841_036864_200_1915	hypothetical,protein	3300059695	Lab,enriched,hot,spring,sediment,microbial,communities,from,Yellowstone,National,Park,,WY,,United,States,-,Kor-8B-YNP-CB-003,(*),(MER-FS),(assembled)	1	
3300031707,assembled,Ga0529887_000960_11189_12841	Ga0529887_000960_11189_12841	hypothetical,protein	3300031707	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL17G12_20,(*),(MER-FS),(assembled)	1	
3300009708,assembled,nmdc:mga0zv48_795_c1_12089_13765	nmdc:mga0zv48_795_c1_12089_13765	hypothetical,protein	3300009708	Active,sludge,microbial,communities,of,municipal,wastewater-treating,anaerobic,digesters,from,China,-,AD_SCU001_MetaG,(*),(MER-FS),(assembled)	1	
3300024423,assembled,Ga0080004_112079575	Ga0080004_112079575	hypothetical,protein	3300024423	Hydrothermal,vent,microbial,mat,bacterial,communities,from,Southern,Trench,,Guaymas,Basin,,Mexico,-,4869-18-3-4_MG,(*),(MER-FS),(assembled)	1	
3300033178,assembled,Ga0134857_000135_6779_8470	Ga0134857_000135_6779_8470	hypothetical,protein	3300033178	Sludge,microbial,communities,from,methane-producing,bioreactor,in,Wageningen,University,,Netherlands,-,Granular,Sludge_31_05-R1,(*),(MER-FS),(assembled)	1	
3300003664,assembled,Ga0315290_100167404	Ga0315290_100167404	hypothetical,protein	3300003664	Petroleum,reservoir,microbial,communities,from,Reconcavo,Basin,,Brazil,,analyzing,oil,degradation,-,Bahia-well,BA-,1,(*),(MER-FS),(assembled)	1	
3300042277,assembled,Draft_100264455	Draft_100264455	hypothetical,protein	3300042277	MBR,feed,microbial,communities,from,membrane,bioreactor,in,Denver,,Colorado,,USA,-,FD_D222,(*),(MER-FS),(assembled)	1	
3300025820,assembled,Ga0167179_10080781	Ga0167179_10080781	hypothetical,protein	3300025820	Hot,spring,sediment,bacterial,and,archeal,communities,from,California,,USA,to,study,Microbial,Dark,Matter,(Phase,II),-,Blank,Spring,sediment,metaG,(SPAdes),(version,3),(*),(MER-FS),(assembled)	1	
3300006667,assembled,Ga0502773_0046231_519_2174	Ga0502773_0046231_519_2174	hypothetical,protein	3300006667	T8,(1),BES,Syntrophic,microbial,communities,from,anoxic,layer,of,the,sediment,of,River,Tyne,near,Scotswood,,United,Kingdom,-,benzoate,enriched,in,lab,,transferred,6,times,(*),(MER-FS),(assembled)	1	
3300056868,assembled,Ga0528650_022648_3_1637	Ga0528650_022648_3_1637	hypothetical,protein	3300056868	Soil,microbial,communities,from,Satilla,River,freshwater,marsh,,Georgia,,USA,-,F2L_9_!0,(*),(MER-FS),(assembled)	1	
3300032516,assembled,Ga0239562_001336_6071_7735	Ga0239562_001336_6071_7735	hypothetical,protein	3300032516	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL17G02_0,(*),(MER-FS),(assembled)	1	
3300060650,assembled,Ga0115360_100015811	Ga0115360_100015811	hypothetical,protein	3300060650	Terrestrial,soil,microbial,communities,from,Healy,,Denali,National,Park,,Alaska,,USA,-,HEAL_048-O-20210622-comp-1,(*),(MER-FS),(assembled)	1	
3300021256,assembled,Ga0394084_20993_6199_7878	Ga0394084_20993_6199_7878	hypothetical,protein	3300021256	Sheep,rumen,microbial,communities,from,New,Zealand,-,Tag,1283,SPADES,assembly,(*),(MER-FS),(assembled)	1	
3300035179,assembled,Ga0208562_10126911	Ga0208562_10126911	hypothetical,protein	3300035179	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL18G_13-C,(*),(MER-FS),(assembled)	1	
3300028601,assembled,Ga0373626_0027761_2570_4261	Ga0373626_0027761_2570_4261	hypothetical,protein	3300028601	Leachate,microbial,communities,from,a,municipal,landfill,in,Southern,Ontario,,Canada,-,Methane,capture,system,biofilm,(*),(MER-FS),(assembled)	1	
3300042594,assembled,Ga0190305_10182651	Ga0190305_10182651	hypothetical,protein	3300042594	Termite,gut,microbial,communities,of,Coatitermes,kartaboensis,from,Petit,Saut,,French,Guiana,,France,-,Coa324,(*),(MER-FS),(assembled)	1	
3300028622,assembled,Ga0181303_10007122	Ga0181303_10007122	hypothetical,protein	3300028622	Enriched,activated,sludge,microbial,communities,from,anaerobic,digester,in,WTTP,,New,Holstein,,Wisconsin,,United,States,-,AAG_RA_Trp,(*),(MER-FS),(assembled)	1	
3300006447,assembled,Ga0134101_100003459	Ga0134101_100003459	hypothetical,protein	3300006447	Microbial,communities,from,pig,manure,storage,tank,from,Sherbrooke,,QC,,Canada,,enriched,culture,A4,(*),(MER-FS),(assembled)	1	
3300035559,assembled,Ga0451653_000944_46179_47897	Ga0451653_000944_46179_47897	hypothetical,protein	3300035559	Lab-enriched,alluvial,aquifer,microbial,community,from,South,Platte,River,Basin,near,Fort,Lupton,,Colorado,,USA,-,C28,mgh,(*),(MER-FS),(assembled)	1	
3300005325,assembled,Ga0129302_10385641	Ga0129302_10385641	hypothetical,protein	3300005325	Bioremediated,contaminated,groundwater,from,EPA,Superfund,site,,New,Mexico,-,Sample,SAE3-47,(*),(MER-FS),(assembled)	1	
3300009167,assembled,Ga0568883_0047953_1154_2824	Ga0568883_0047953_1154_2824	hypothetical,protein	3300009167	Freshwater,wetland,microbial,communities,from,Ohio,,USA,,analyzing,the,effect,of,biotic,and,abiotic,controls,-,Mud,3,Core,4,Depth,3,metaG,-,Illumina,Assembly,(version,2),(version,2),(*),(MER-FS),(assembled)	1	
3300037455,assembled,Ga0568896_0007053_3_1331	Ga0568896_0007053_3_1331	hypothetical,protein	3300037455	Bovine,rumen,microbial,communities,from,tropical,cattle,in,Woodstock,,Queensland,,Australia,-,Gonzalo_012,(*),(MER-FS),(assembled)	1	
3300014498,assembled,Ga0394155_0000109_73541_75196	Ga0394155_0000109_73541_75196	hypothetical,protein	3300014498	Permafrost,microbial,communities,from,Stordalen,Mire,,Sweden,-,812E2M,metaG,(*),(MER-FS),(assembled)	1	
3300033481,assembled,Ga0499525_000735_14909_16561	Ga0499525_000735_14909_16561	hypothetical,protein	3300033481	Wetland,soil,microbial,communities,from,Old,Woman,Creek,delta,,Ohio,,United,States,-,OWC_soil_day5_CT,(*),(MER-FS),(assembled)	1	
3300021520,assembled,Ga0209747_10406601	Ga0209747_10406601	hypothetical,protein	3300021520	Anoxic,zone,freshwater,microbial,communities,from,boreal,shield,lake,in,IISD,Experimental,Lakes,Area,,Ontario,,Canada,-,Sep2016-L227-8m,(*),(MER-FS),(assembled)	1	
3300028622,assembled,Ga0208297_1000001738	Ga0208297_1000001738	hypothetical,protein	3300028622	Enriched,activated,sludge,microbial,communities,from,anaerobic,digester,in,WTTP,,New,Holstein,,Wisconsin,,United,States,-,AAG_RA_Trp,(*),(MER-FS),(assembled)	1	
3300041082,assembled,Ga0497331_000630_11686_13338	Ga0497331_000630_11686_13338	hypothetical,protein	3300041082	Marine,sediment,microbial,communities,from,Bohai,Sea,,China,-,M3,,28-30,cm,(*),(MER-FS),(assembled)	1	
3300009767,assembled,Ga0334883_10033018	Ga0334883_10033018	hypothetical,protein	3300009767	Active,sludge,microbial,communities,of,municipal,wastewater-treating,anaerobic,digesters,from,Japan,-,AD_JPNAS3_MetaG,(*),(MER-FS),(assembled)	1	
3300028032,assembled,Ga0160425_10322662	Ga0160425_10322662	hypothetical,protein	3300028032	Groundwater,microbial,communities,from,a,municipal,landfill,in,Southern,Ontario,,Canada,-,Pumphouse,#1,(*),(MER-FS),(assembled)	1	
3300035688,assembled,Ga0334890_10013089	Ga0334890_10013089	hypothetical,protein	3300035688	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL18G_12-B,(*),(MER-FS),(assembled)	1	
3300033177,assembled,Ga0134857_000254_28810_30468	Ga0134857_000254_28810_30468	hypothetical,protein	3300033177	Sludge,microbial,communities,from,methane-producing,bioreactor,in,Wageningen,University,,Netherlands,-,Granular,Sludge_09_05-R1,(*),(MER-FS),(assembled)	1	
3300010268,assembled,Ga0326727_1000221466	Ga0326727_1000221466	hypothetical,protein	3300010268	Switchgrass,degrading,microbial,communities,from,high,solid,loading,bioreactors,in,New,Hampshire,,USA,-,8_30_10_142_A2,metaG,(*),(MER-FS),(assembled)	1	
3300031853,assembled,Ga0466727_252285_402_2057	Ga0466727_252285_402_2057	hypothetical,protein	3300031853	Bovine,rumen,microbial,communities,from,UC,Davis,,California,,United,States,-,3_2548_0518,(*),(MER-FS),(assembled)	1	
3300041558,assembled,Ga0556693_003277_837_2513	Ga0556693_003277_837_2513	hypothetical,protein	3300041558	Fecal,microbial,community,from,a,dairy,cow,Lincoln,,Canterbury,,New,Zealand,-,F17_355,MetaG,(*),(MER-FS),(assembled)	1	
3300010319,assembled,Ga0310690_101659922	Ga0310690_101659922	hypothetical,protein	3300010319	Anoxic,lake,water,microbial,communities,from,Lake,Kivu,,Rwanda,to,study,Microbial,Dark,Matter,(Phase,II),-,Lake,Kivu,water,275m,metaG,(version,2),(*),(MER-FS),(assembled)	1	
3300017928,assembled,Ga0480581_000157_13842_15509	Ga0480581_000157_13842_15509	hypothetical,protein	3300017928	Wetland,sediment,microbial,communities,from,Neuse,River,Estuary,,North,Carolina,,USA,-,ASW_1,(*),(MER-FS),(assembled)	1	
3300052918,assembled,Ga0256407_1000079629	Ga0256407_1000079629	hypothetical,protein	3300052918	Soil,microbial,communities,from,peatland,in,Alberta,,Canada,-,SB-EXT,70-80,cm,(*),(MER-FS),(assembled)	1	
3300025716,assembled,Ga0116128_10066834	Ga0116128_10066834	hypothetical,protein	3300025716	Arctic,peat,soil,microbial,communities,from,Barrow,,Alaska,-,Barrow,Graham,LP,Ref,core,NGADG0011-211,(SPAdes),(version,2),(*),(MER-FS),(assembled)	1	
3300028667,assembled,Ga0393264_0056890_1_1452	Ga0393264_0056890_1_1452	hypothetical,protein	3300028667	Sewage,microbial,communities,from,Oakland,,California,,United,States,-,Biofuel,11,(PacBio,Assembly),(*),(MER-FS),(assembled)	1	
3300042275,assembled,Ga0439249_000043_190982_192658	Ga0439249_000043_190982_192658	hypothetical,protein	3300042275	MBR,feed,microbial,communities,from,membrane,bioreactor,in,Denver,,Colorado,,USA,-,FD_D206_1,(*),(MER-FS),(assembled)	1	
3300041665,assembled,Ga0526688_0143785_233_1561	Ga0526688_0143785_233_1561	hypothetical,protein	3300041665	Fecal,microbial,community,from,a,dairy,cow,Lincoln,,Canterbury,,New,Zealand,-,F17_480,MetaG,(*),(MER-FS),(assembled)	1	
3300009117,assembled,Ga0394872_0319189_516_1796	Ga0394872_0319189_516_1796	hypothetical,protein	3300009117	River,sediment,microbial,communities,from,Raisin,River,,Monroe,,MI,-,enriched,(*),(MER-FS),(assembled)	1	
3300029286,assembled,Ga0209321_100555331	Ga0209321_100555331	hypothetical,protein	3300029286	Freshwater,microbial,communities,from,meromictic,Lake,La,Cruz,,Castile-La,Mancha,,Spain,-,LaCruzMarch2015_18m,(*),(MER-FS),(assembled)	1	
3300033463,assembled,rank36_105067331	rank36_105067331	hypothetical,protein	3300033463	Bovine,rumen,microbial,communities,from,tropical,cattle,in,Woodstock,,Queensland,,Australia,-,Gonzalo_04,(v2),(version,2),(*),(MER-FS),(assembled)	1	
3300042876,assembled,Ga0497293_000912_2_1201	Ga0497293_000912_2_1201	hypothetical,protein	3300042876	Rhizosphere,soil,microbial,communities,from,rice,plant,in,Newark,,Delaware,,United,States,-,Rhiz_9GH_GED,(*),(MER-FS),(assembled)	1	
3300033142,assembled,Ga0209722_10052754	Ga0209722_10052754	hypothetical,protein	3300033142	Subseafloor,sediment,microbial,communities,from,Guaymas,Basin,,Gulf,of,California,,Mexico,-,Megamat,,Core,4486-22,,Meg22,,0-2,cm,(*),(MER-FS),(assembled)	1	
3300032069,assembled,Ga0209269_100009466	Ga0209269_100009466	hypothetical,protein	3300032069	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL17G07_20,(*),(MER-FS),(assembled)	1	
3300033433,assembled,Ga0209226_100618311	Ga0209226_100618311	hypothetical,protein	3300033433	Lab,enriched,peat,soil,microbial,communities,from,Michigan,Hollow,,Ithaca,,NY,,United,States,-,MHF15MN,(*),(MER-FS),(assembled)	1	
3300041722,assembled,Ga0528641_038293_1_1392	Ga0528641_038293_1_1392	hypothetical,protein	3300041722	Rumen,microbial,community,from,a,dairy,cow,Lincoln,,Canterbury,,New,Zealand,-,R17_273,MetaG,(*),(MER-FS),(assembled)	1	
3300022663,assembled,Ga0393988_22155_3_1445	Ga0393988_22155_3_1445	hypothetical,protein	3300022663	Biofilm,microbial,community,in,anthracite-packed,bioreactor,in,Urbana,,Illinois,,USA,-,CM2,(*),(MER-FS),(assembled)	1	
3300038674,assembled,Ga0246689_006220_2827_4062	Ga0246689_006220_2827_4062	hypothetical,protein	3300038674	Anaerobic,digester,sludge,microbial,community,from,a,pulp,and,paper,mill,in,Alberta,,Canada,-,MWAHD1170726,MSP,(*),(MER-FS),(assembled)	1	
3300035675,assembled,Ga0310783_000936_3186_4862	Ga0310783_000936_3186_4862	hypothetical,protein	3300035675	Wetland,soil,microbial,communities,from,Old,Woman,Creek,delta,,Ohio,,United,States,-,OWC_Aug_M1_C1_D3_B,(*),(MER-FS),(assembled)	1	
3300035659,assembled,Ga0316618_00192750_3_1571	Ga0316618_00192750_3_1571	hypothetical,protein	3300035659	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL18G_13-A,(*),(MER-FS),(assembled)	1	
3300035338,assembled,Ga0226657_1000043557	Ga0226657_1000043557	hypothetical,protein	3300035338	Bioreactor,microbial,communities,from,dechlorination,culture,samples,-,Genome,Institute,of,Singapore,-,CG1-PCB,(*),(MER-FS),(assembled)	1	
3300048655,assembled,Ga0557774_000919_836_2512	Ga0557774_000919_836_2512	hypothetical,protein	3300048655	Euxinic,sediment,microbial,communities,from,Lake,Cadagno,,Ticino,,Switzerland,-S0L_1_270,(*),(MER-FS),(assembled)	1	
3300002966,assembled,Ga0207931_10090772	Ga0207931_10090772	hypothetical,protein	3300002966	Hot,spring,thermophilic,microbial,communities,from,Obsidian,Pool,,Yellowstone,National,Park,,USA,-,OP-RAMG-01,(*),(MER-FS),(assembled)	1	
3300033177,assembled,Ga0466717_227275_2_1516	Ga0466717_227275_2_1516	hypothetical,protein	3300033177	Sludge,microbial,communities,from,methane-producing,bioreactor,in,Wageningen,University,,Netherlands,-,Granular,Sludge_09_05-R1,(*),(MER-FS),(assembled)	1	
3300009301,assembled,Ga0123519_1000168019	Ga0123519_1000168019	hypothetical,protein	3300009301	T0,(3),T65,(live),enrichments,of,Methanogenic,microbial,communities,using,Athabascan,oil,sands,DE,NOVO,(2),(*),(MER-FS),(assembled)	1	
3300015266,assembled,Ga0208826_10083702	Ga0208826_10083702	hypothetical,protein	3300015266	Sludge,microbial,communities,from,oil,sands,tailing,ponds,in,Alberta,,Canada,-,bioreactor,enrichment,(*),(MER-FS),(assembled)	1	
3300042274,assembled,Ga0496794_005802_1297_2964	Ga0496794_005802_1297_2964	hypothetical,protein	3300042274	MBR,feed,microbial,communities,from,membrane,bioreactor,in,Denver,,Colorado,,USA,-,FD_D194,(*),(MER-FS),(assembled)	1	
3300057053,assembled,JGI24731J21663_10212472	JGI24731J21663_10212472	hypothetical,protein	3300057053	Soil,microbial,communities,from,Satilla,River,mesohaline,marsh,,Georgia,,USA,-,M2P_50_52,(*),(MER-FS),(assembled)	1	
3300028030,assembled,Ga0335085_100900204	Ga0335085_100900204	hypothetical,protein	3300028030	Hydrothermal,vent,microbial,communities,from,Lau,Basin,,Pacific,Ocean,-,132-544,(*),(MER-FS),(assembled)	1	
3300015214,assembled,Ga0214506_100113531	Ga0214506_100113531	hypothetical,protein	3300015214	Leachate,microbial,communities,from,a,municipal,landfill,in,Southern,Ontario,,Canada,-,Leachate,well,138R,metaG,(*),(MER-FS),(assembled)	1	
3300002966,assembled,Ga0302250_100010214	Ga0302250_100010214	hypothetical,protein	3300002966	Hot,spring,thermophilic,microbial,communities,from,Obsidian,Pool,,Yellowstone,National,Park,,USA,-,OP-RAMG-01,(*),(MER-FS),(assembled)	1	
3300048760,assembled,Ga0526685_0020352_1652_3340	Ga0526685_0020352_1652_3340	hypothetical,protein	3300048760	Peatland,microbial,communities,from,Stordalen,Mire,,Sweden,-,712,E-1-S,(*),(MER-FS),(assembled)	1	
3300042601,assembled,Ga0302252_10021158	Ga0302252_10021158	hypothetical,protein	3300042601	Termite,gut,microbial,communities,of,Hodotermopsis,sjoestedti,from,Tam,Dao,National,Park,,Vietnam,-,Hs463,(*),(MER-FS),(assembled)	1	
3300056905,assembled,Ga0494732_0023740_2_1549	Ga0494732_0023740_2_1549	hypothetical,protein	3300056905	Soil,microbial,communities,from,Satilla,River,freshwater,marsh,,Georgia,,USA,-,F2L_60_62,(*),(MER-FS),(assembled)	1	
3300005373,assembled,Ga0068711_10119721	Ga0068711_10119721	hypothetical,protein	3300005373	Marine,sediment,archaeal,communities,from,Eel,River,Basin,,California,,USA,(*),(MER-FS),(assembled)	1	
3300002182,assembled,Ga0302250_100093919	Ga0302250_100093919	hypothetical,protein	3300002182	Hot,spring,thermophilic,microbial,communities,from,Obsidian,Pool,,Yellowstone,National,Park,,USA,-,OP-RAMG-01,(*),(MER-FS),(assembled)	1	
3300031994,assembled,Ga0527697_001042_7742_9397	Ga0527697_001042_7742_9397	hypothetical,protein	3300031994	Sheep,rumen,microbial,communities,from,Palmerston,North,,Manawatu-Wanganui,,New,Zealand,-,1766,DNA,GHGlow,gp2,(v2),(version,2),(*),(MER-FS),(assembled)	1	
3300032401,assembled,Ga0497298_003780_3028_4680	Ga0497298_003780_3028_4680	hypothetical,protein	3300032401	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL17G03_0,(*),(MER-FS),(assembled)	1	
3300040984,assembled,Ga0224415_100321081	Ga0224415_100321081	hypothetical,protein	3300040984	Bioelectrochemical,system,biofilm,bacterial,communities,from,sewage,treatment,works,near,Birtley,,UK,-,27A,4M,(*),(MER-FS),(assembled)	1	
3300038316,assembled,Ga0373620_0008105_236_1906	Ga0373620_0008105_236_1906	hypothetical,protein	3300038316	Liquor,fermentation,pit,mud,microbial,communities,from,Luzhou,,China,-,Meta-5-2-140-M,(*),(MER-FS),(assembled)	1	
3300052279,assembled,Ga0453288_1506_15985_17814	Ga0453288_1506_15985_17814	hypothetical,protein	3300052279	Switchgrass,digestate,microbial,communities,from,anaerobic,digester,in,Pennsylvania,State,University,,State,Park,,PA,,USA,-,3.M.8_7.1,(*),(MER-FS),(assembled)	1	
3300003663,assembled,Ga0494756_0000140_32979_34667	Ga0494756_0000140_32979_34667	hypothetical,protein	3300003663	Petroleum,reservoir,microbial,communities,from,Reconcavo,Basin,,Brazil,,analyzing,oil,degradation,-,Bahia-well,BA-2,Water,(*),(MER-FS),(assembled)	1	
3300056973,assembled,Ga0497343_005220_448_2100	Ga0497343_005220_448_2100	hypothetical,protein	3300056973	Soil,microbial,communities,from,Satilla,River,freshwater,marsh,,Georgia,,USA,-,F1L_40_42,(*),(MER-FS),(assembled)	1	
3300002733,assembled,Ga0395631_0000146_5269_6984	Ga0395631_0000146_5269_6984	hypothetical,protein	3300002733	Coal-bed,methane,well,microbial,communities,from,Surat,Basin,,Queensland,,Australia,,Sample,-,Codie-8,produced,water,(*),(MER-FS),(assembled)	1	
3300029442,assembled,Ga0242825_100020721	Ga0242825_100020721	hypothetical,protein	3300029442	Freshwater,lake,microbial,communities,from,Alinen,Mustajarvi,,Finland,-,AM13,(*),(MER-FS),(assembled)	1	
3300006094,assembled,Ga0395527_063721_227_1705	Ga0395527_063721_227_1705	hypothetical,protein	3300006094	Petroleum,reservoir,microbial,communities,from,Reconcavo,Basin,,Brazil,,analyzing,oil,degradation,-,Bahia-well,BA-,1,(*),(MER-FS),(assembled)	1	
3300037236,assembled,Ga0268356_104644	Ga0268356_104644	hypothetical,protein	3300037236	Peatland,microbial,communities,from,Stordalen,Mire,,Sweden,-,716,S3,30-34,(*),(MER-FS),(assembled)	1	
3300029268,assembled,Ga0209322_100007582	Ga0209322_100007582	hypothetical,protein	3300029268	Freshwater,microbial,communities,from,meromictic,Lake,La,Cruz,,Castile-La,Mancha,,Spain,-,LaCruzMarch2015_19m,(*),(MER-FS),(assembled)	1	
3300056750,assembled,Ga0265408_10021995	Ga0265408_10021995	hypothetical,protein	3300056750	Glacial,till,microbial,communities,from,Anvers,Island,,Antarctica,-,APS1_5C_T0,(*),(MER-FS),(assembled)	1	
3300031867,assembled,Ga0378408_0577781_3_1214	Ga0378408_0577781_3_1214	hypothetical,protein	3300031867	Bovine,rumen,microbial,communities,from,UC,Davis,,California,,United,States,-,0_2496_0518,(*),(MER-FS),(assembled)	1	
3300050587,assembled,Ga0438316_0000191_24047_25714	Ga0438316_0000191_24047_25714	hypothetical,protein	3300050587	American,moose,rumen,microbial,community,from,Toronto,,Canada,-,MR-C,msp,(*),(MER-FS),(assembled)	1	
3300054038,assembled,rank43_103015331	rank43_103015331	hypothetical,protein	3300054038	Peatland,microbial,communities,from,SPRUCE,experiment,site,at,the,Marcell,Experimental,Forest,,Minnesota,,USA,-,June2015DPH_10_150,re-annotation,(*),(MER-FS),(assembled)	1	
3300051499,assembled,Ga0438303_0000064_4676_6343	Ga0438303_0000064_4676_6343	hypothetical,protein	3300051499	Switchgrass,digestate,microbial,communities,from,anaerobic,digester,in,Pennsylvania,State,University,,State,Park,,PA,,USA,-,10.T.7_6.3,(*),(MER-FS),(assembled)	1	
3300031707,assembled,Ga0208825_100025132	Ga0208825_100025132	hypothetical,protein	3300031707	Sediment,microbial,communities,from,Yellowstone,Lake,,YNP,,Wyoming,,USA,-,YL17G12_20,(*),(MER-FS),(assembled)	1	
3300029822,assembled,Ga0136547_1004085	Ga0136547_1004085	hypothetical,protein	3300029822	Liquor,fermentation,pit,mud,microbial,communities,from,Chengdu,,China,-,Meta-7-3-30-T,(*),(MER-FS),(assembled)	1	
3300040957,assembled,Ga0265594_100039215	Ga0265594_100039215	hypothetical,protein	3300040957	Peat,soil,microbial,communities,from,Marcell,Experimental,Forest,,MN,,USA,-,P11_D5,(*),(MER-FS),(assembled)	1	
3300035493,assembled,Draft_100313014	Draft_100313014	hypothetical,protein	3300035493	Tar,microbial,communities,from,Pitch,Lake,,Trinidad,and,Tobago,-,PitchLake_TarD,(*),(MER-FS),(assembled)	1	
3300051055,assembled,SAHDGT3000_1000479620	SAHDGT3000_1000479620	hypothetical,protein	3300051055	Switchgrass,digestate,microbial,communities,from,anaerobic,digester,in,Pennsylvania,State,University,,State,Park,,PA,,USA,-,3.M.7_9.3,(*),(MER-FS),(assembled)	1	
3300045260,assembled,JGI24731J21663_100244810	JGI24731J21663_100244810	hypothetical,protein	3300045260	Sediment,microbial,communities,from,Shark,River,estuary,,Florida,,United,States,-,BTRS19_Sengupta_7S,(*),(MER-FS),(assembled)	1	
3300026154,assembled,Ga0265296_100047754	Ga0265296_100047754	hypothetical,protein	3300026154	Activated,sludge,microbial,communities,from,lab.,scaled,anaerobic,digester,in,Belvaux,,Luxembourg,-,ACS0-2,(*),(MER-FS),(assembled)	1	
3300035675,assembled,Ga0187867_100218864	Ga0187867_100218864	hypothetical,protein	3300035675	Wetland,soil,microbial,communities,from,Old,Woman,Creek,delta,,Ohio,,United,States,-,OWC_Aug_M1_C1_D3_B,(*),(MER-FS),(assembled)	1	
3300001592,assembled,Ga0216342_100239832	Ga0216342_100239832	hypothetical,protein	3300001592	Wastewater,microbial,communities,from,Syncrude,,Ft.,McMurray,,Alberta,-,Microbes,in,water,sample,from,Medicine,Hat,oil,field,-PW_MHGC_2012April2:,(*),(MER-FS),(assembled)	1	
3300006961,assembled,Ga0527646_002150_8198_9913	Ga0527646_002150_8198_9913	hypothetical,protein	3300006961	T0,(2),T34,(live),enrichments,of,Methanogenic,microbial,communities,using,Athabascan,oil,sands,(*),(MER-FS),(assembled)	1	
3300009643,assembled,Ga0248167_10334271	Ga0248167_10334271	hypothetical,protein	3300009643	Peatland,microbial,communities,from,SPRUCE,experiment,site,at,the,Marcell,Experimental,Forest,,Minnesota,,USA,-,June2015DPH_8_40,(*),(MER-FS),(assembled)	1	
3300048072,assembled,Ga0055436_100412341	Ga0055436_100412341	hypothetical,protein	3300048072	Woodchip,biofilm,microbial,communities,from,lab,scale,WBR,in,Cornell,University,,Ithaca,,NY,,USA,-,rep1_cs_p2_w5,(*),(MER-FS),(assembled)	1	
3300009647,assembled,Ga0214071_16001773	Ga0214071_16001773	hypothetical,protein	3300009647	Anaerobic,biogas,reactor,microbial,communites,from,Washington,,USA,-,Biogas_R1_A,C13,SIP,DNA,(*),(MER-FS),(assembled)	1	
3300048652,assembled,Ga0310134_002551_5917_7569	Ga0310134_002551_5917_7569	hypothetical,protein	3300048652	Euxinic,sediment,microbial,communities,from,Lake,Cadagno,,Ticino,,Switzerland,-,SOL_1_10,(*),(MER-FS),(assembled)	1	
3300017642,assembled,Ga0134096_1000034104	Ga0134096_1000034104	hypothetical,protein	3300017642	Microbial,communities,from,bioreactor,(seeded,with,sewage,sludge),at,Lawrence,Berkeley,National,Lab,,California,,USA,-,Biofuel,Metagenome,9,(version,2),(version,2),(*),(MER-FS),(assembled)	1	
3300032897,assembled,Ga0316622_1003135721	Ga0316622_1003135721	hypothetical,protein	3300032897	Soil,microbial,communities,from,Loxahatchee,National,Wildlife,Refuge,,Florida,,United,States,-,Lox_Sample_1.5,(*),(MER-FS),(assembled)	1	
3300030437,assembled,Ga0466729_142212_117817_119523	Ga0466729_142212_117817_119523	hypothetical,protein	3300030437	Mediterranean,forest,soil,microbial,communities,from,Voltri,Massif,,Liguria,,Italy,-,LIG_BR2_2012,(*),(MER-FS),(assembled)	1	
3300002469,assembled,Ga0315290_101553322	Ga0315290_101553322	hypothetical,protein	3300002469	Microcerotermes,parvus,P3,segment,gut,microbial,communities,from,Pointe-Noire,,Republic,of,the,Congo,-,Th196,P3,(*),(MER-FS),(assembled)	1	
3300031566,assembled,Ga0334876_023544_376_2055	Ga0334876_023544_376_2055	hypothetical,protein	3300031566	Soil,microbial,communities,from,Risofladan,,Vaasa,,Finland,-,UN-1,(*),(MER-FS),(assembled)	1	
3300059485,assembled,Ga0134835_100003044	Ga0134835_100003044	hypothetical,protein	3300059485	Mesophilic,digester,sludge,microbial,communities,from,biogas,plant,in,Weichs,,Bavaria,,Germany,-,PB8_MG_251018,(*),(MER-FS),(assembled)	1	
3300035557,assembled,JGI24721J26819_100078609	JGI24721J26819_100078609	hypothetical,protein	3300035557	Wastewater,microbial,community,from,oil,sands,tailing,pond,near,Ft.,McMurray,,Canada,-,18E_1_12_6,mgh,(*),(MER-FS),(assembled)	1	
3300026177,assembled,Ga0393589_1437905_3_1223	Ga0393589_1437905_3_1223	hypothetical,protein	3300026177	Activated,sludge,microbial,communities,from,lab.,scaled,anaerobic,digester,in,Belvaux,,Luxembourg,-,ACS2-63,(*),(MER-FS),(assembled)	1	
3300025740,assembled,Ga0167329_10237371	Ga0167329_10237371	hypothetical,protein	3300025740	Active,sludge,microbial,communities,of,municipal,wastewater-treating,anaerobic,digesters,from,Japan,-,AD_JPNNA6_MetaG,(SPAdes),(version,2),(*),(MER-FS),(assembled)	1	
3300049922,assembled,Ga0528651_003948_3522_5234	Ga0528651_003948_3522_5234	hypothetical,protein	3300049922	Peat,soil,microbial,communities,from,Stordalen,Mire,,Sweden,-,G.F.S.T25,(v3),(version,3),(*),(MER-FS),(assembled)	1	
