taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	NCBI Phylum	NCBI Class	NCBI Order	NCBI Family	NCBI Genus	NCBI Species	GTDB Domain	GTDB Phylum	GTDB Class	GTDB Order	GTDB Family	GTDB Genus	GTDB Species	ANI Cluster ID	ANI Cluster Type	IMG Release/Pipeline Version	IMG Submission ID	GOLD Analysis Project ID	GOLD Analysis Project Type	GOLD Sequencing Project ID	GOLD Study ID	Add Date	Assembly Method	Comments	Funding Agency	High Quality	Has Coverage	Is Public	NCBI Taxon ID	Public Release Date	NCBI Strain	Submission Type	User Access	Alternative Contact Email	Alternative Contact Name	Alternative2 Contact Emails	Alternative2 Contact Names	Contact Email	Contact Name	Award DOI	Funding Program	Funding Year	Is Published	PMO Project ID	Pubmed ID	GenBank Anomalous Assembly	Genbank Anomalous Reason	NCBI Assembly Accession	NCBI Bioproject Accession	NCBI Biosample Accession	NCBI GenBank ID	Sequencing Depth	Sequencing Method	Sequencing Quality	Sequencing Status	Sequencing Strategy	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Biotic Relationships	Cell Arrangement	Cell Shape	Culture Type	Cultured	Diseases	Energy Source	Gram Staining	Metabolism	Motility	Oxygen Requirement	Phenotype	Relevance	Sporulation	Temperature Range	Type Strain	Uncultured Type	Altitude In Meters	Chlorophyll Concentration	Depth In Meters	Elevation In Meters	Geographic Location	Habitat	Isolation	Isolation Country	Latitude	Longhurst Code	Longhurst Description	Longitude	Nitrate Concentration	Oxygen Concentration	pH	Pressure	Salinity	Salinity Concentration	Sample Collection Date	Sample Collection Temperature	Subsurface In Meters	HMP ID	Hospital Visits	Host Gender	Host Name	Medical Record Number	Sample Body Site	Sample Body Subsite	Proportal Ecotype	Proportal Isolation	Proportal Ocean	Proportal Station	Proportal WOA Dissolved Oxygen	Proportal WOA Nitrate	Proportal WOA Phosphate	Proportal WOA Salinity	Proportal WOA Silicate	Proportal WOA Temperature	Genome Size  * assembled	Gene Count  * assembled	Scaffold Count  * assembled	Genome MetaBAT Bin Count  * assembled	Genome EukCC Bin Count  * assembled	CRISPR Count  * assembled	GC Count  * assembled	GC  * assembled	Coding Base Count  * assembled	Coding Base Count %  * assembled	CDS Count  * assembled	CDS %  * assembled	RNA Count  * assembled	RNA % * assembled	rRNA Count  * assembled	5S rRNA Count  * assembled	16S rRNA Count  * assembled	18S rRNA Count  * assembled	23S rRNA Count  * assembled	28S rRNA Count  * assembled	tRNA Count  * assembled	Other RNA Count  * assembled	Unchar Count	Unchar %	w/ Func Pred Count  * assembled	w/ Func Pred %  * assembled	w/o function prediction * assembled	w/o function prediction % * assembled	Paralogs Count	Paralogs %	COG Count  * assembled	COG %  * assembled	KOG Count	KOG %	Pfam Count  * assembled	Pfam %  * assembled	TIGRfam Count  * assembled	TIGRfam %  * assembled	Enzyme Count  * assembled	Enzyme %  * assembled	KEGG Count  * assembled	KEGG %  * assembled	Not KEGG Count  * assembled	Not KEGG %  * assembled	KO Count  * assembled	KO %  * assembled	Not KO Count  * assembled	Not KO %  * assembled	MetaCyc Count  * assembled	MetaCyc %  * assembled	Not MetaCyc Count  * assembled	Not MetaCyc %  * assembled	Signal Peptide Count	Signal Peptide %	Transmembrane Count	Transmembrane %	Horizontally Transferred Count	Horizontally Transferred %	Paralog Group Count	COG Cluster Count  * assembled	KOG Cluster Count	Pfam Cluster Count  * assembled	TIGRfam Cluster Count  * assembled	SMC Biosynthetic Gene Cluster Count * assembled	Predicted Viruses	Predicted Plasmids	Estimated Number of Genomes * assembled	Estimated Average Genome Size * assembled	Estimated number of genomes - Marker genes average * assembled	Estimated number of genomes - Marker genes median * assembled	Estimated number of genomes - Marker genes mode * assembled	Standard deviation of marker gene counts * assembled	CheckM2 Completeness	CheckM2 Contamination	JGI Project ID / ITS SP ID	ITS AP ID	ITS SP ID	ITS Proposal ID	ITS Proposal Name	SRA ID	SRA Run	JGI Data Utilization Status	GPTS Proposal ID	Number of Filtered Reads  * assembled	Number of Mapped Reads  * assembled	% Assembled Reads  * assembled	Total Filtered Bases  * assembled	Total Mapped Bases  * assembled	Average Coverage of Assembled Sequences  * assembled
650716054	Archaea	Finished	Methanosaeta concilii GP-6	Methanothrix soehngenii GP-6	Clemson University	650716054	Euryarchaeota	Methanomicrobia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix soehngenii	Archaea	Halobacteriota	Methanosarcinia	Methanotrichales	Methanotrichaceae	Methanothrix	Methanothrix soehngenii	6991	clique	IMG/W 3.5		Ga0029369	Genome Analysis (Isolate)	Gp0002323	Gs0017683	2011-08-22				Yes	No	Yes	990316	2011-12-01	GP-6	Primary		NCKyrpides@lbl.gov	Nikos Kyrpides	nckyrpides@lbl.gov	Nikos Kyrpides	nckyrpides@lbl.gov	Smith K, Nikos Kyrpides				Yes		21571998	No		GCA_000204415.1	PRJNA63185		CP002566, CP002565			Level 6: Finished	Complete	Whole Genome Sequencing	Engineered	Wastewater	Unclassified	Unclassified	Unclassified	Free living			Isolate	Yes	None	Lithotroph	Gram-	Methanogen	Nonmotile	Anaerobe		Biotechnological, Energy production	Nonsporulating	Mesophile	Yes						Ottawa, Canada	Fresh water, Sludge, Wastewater	Sewage sludge, Ottawa, Canada	Canada	45.411			-75.698																											3026645	2900	2			6	1543220	50.99	2542496	84	2850	98.28	50	1.72	6	2	2		2		44	0			1832	63.17	1018	35.1	637	21.97	1710	58.97	461	15.9	2157	74.38	742	25.59	716	24.69	739	25.48	2111	72.79	1446	49.86	1404	48.41	637	21.97	2213	76.31	188	6.48	568	19.59	552	19.03	211	1116	360	1443	620		1								99.93	.85															
8091739168	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Unclassified euryarchaeote RUG13687		8091739168	Euryarchaeota	unclassified	unclassified	unclassified	unclassified	uncultured euryarchaeote	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	334143	Ga0639451	Metagenome-Assembled Genome	Gp0580189	Gs0154273	2024-03-12				No	No	Yes	114243	2024-03-12	RUG13687	Primary											No			No		GCA_902791645.1			CADAWI000000000															No												Metagenomic																																							1359725	1531	149			0	833025	61.29	1235119	90.88	1486	97.06	44	2.87	1	1	0	0	0	0	41	2	1	.07	1209	78.97	277	18.09	151	9.86	1198	78.25			1125	73.48	435	28.41	463	30.24	494	32.27	992	64.79	778	50.82			413	26.98	1073	70.08	25	1.63	270	17.64	518	33.83		878		961	407												0														
2663762907	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.T.2.1	University of Illinois, Urbana-Champaign	2663762907	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique	IMG Annotation Pipeline v.4.10.2	85162	Ga0106553	Genome Analysis (Isolate)	Gp0130443	Gs0118159	2016-04-20	IDBA-UD v. 1.1.0			Yes	No	Yes	2209	2016-04-20	3.F.T.2.1	Primary											No			No		GCA_000979665.1	PRJNA242781	SAMN02708986	JJPL00000000		Illumina HiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Evolution									Columbia River Estuary, north of Astoria, Oregon		sediment																																4101065	3588	151			7	1700768	41.48	3107364	75.78	3522	98.16	66	1.84	3	1	1		1		56	7			2452	68.34	1070	29.82	1086	30.27	2167	60.4	522	14.55	2607	72.66	941	26.23	853	23.77	884	24.64	2638	73.52	1625	45.29	1897	52.87	749	20.88	2773	77.29	153	4.26	891	24.83	14	.39		1311	390	1606	720										99.98	1.61	0					SRX513739									
8019464579	Archaea	Finished	Complete genome of Methanogenium sp. S4BF	Methanogenium sp. S4BF	Genomics BioSci & Tech Co., Ltd..	8019464579	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Methanogenium sp. S4BF	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Unclassified	10101	clique	IMG Annotation Pipeline v.5.1.14	300345	Ga0604389	Genome Analysis (Isolate)	Gp0612093	Gs0156563	2023-05-09	Hifiasm v. 0.8			Yes	No	Yes	1789226	2023-05-09	S4BF	Primary		benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen				No			No		GCA_029633965.1	PRJNA797174	SAMN24966983	CP091277		PacBio Sequel	Level 6: Finished	Complete	Whole Genome Sequencing	Environmental	Aquatic	Mud volcano	Marine	Sediment				Isolate	Yes															-461		Taiwan: offshore southwestern Taiwan island		marine mud volcano sediment	Taiwan	22.144167			120.323833									1.56																		2513916	2497	1			4	1304324	52	2227839	88.62	2432	97.4	65	2.6	13	5	4	0	4	0	49	3	0	0	1829	73.25	603	24.15	400	16.02	1843	73.81			1812	72.57	704	28.19	683	27.35	701	28.07	1731	69.32	1225	49.06			600	24.03	1832	73.37	118	4.73	607	24.31	0	0		1253		1383	581										99.85	.87	0					SRX13801980									
2835590129	Archaea	Permanent Draft	Methanoculleus sp. Afa-1	Methanoculleus sp. Afa-1	National Chung Hsing University	2835590129	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	Methanoculleus sp.	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanoculleaceae	Methanoculleus	Unclassified	20873	singleton	IMG Annotation Pipeline v.5.0.3	217953	Ga0395543	Genome Analysis (Isolate)	Gp0439187	Gs0142582	2019-09-18	SPAdes v. 3.10.1	Genome public in GenBank. SM 11.29.2023		Yes	No	Yes	90427	2023-11-29	Afa-1	Primary		benbear.xe@gmail.com	Sheng-Chung Chen	mclai01@gmail.com; mclai@dragon.nchu.edu.tw	Mei-Chin Lai	mclai01@gmail.com; mclai@dragon.nchu.edu.tw	Mei-Chin Lai				No			No		GCA_025384765.1	PRJNA550040	SAMN12106768	VHLL00000000		Illumina MiSeq	Level 2: High-Quality Draft	Complete	Whole Genome Sequencing	Environmental	Aquatic	River	Freshwater	Unclassified				Isolate	Yes																	Taiwan: Tamsui River, Taipei		estuary sediment	Taiwan	25.165971			121.418617																											2645187	2715	19			2	1635194	61.82	2281137	86.24	2660	97.97	55	2.03	3	1	1		1		48	4			1928	71.01	732	26.96	625	23.02	2066	76.1			2032	74.84	750	27.62	725	26.7	738	27.18	1922	70.79	1314	48.4	1346	49.58	628	23.13	2032	74.84	120	4.42	608	22.39	195	7.18		1301		1455	588										99.1	1.27	0					SRX17679595									
638154508	Archaea	Finished	Methanosarcina acetivorans C2A	Methanosarcina acetivorans C2A	Broad Institute	638154508	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina acetivorans	40453	singleton	IMG/W 2.0		Ga0029371	Genome Analysis (Isolate)	Gp0000695	Gs0017687	2006-10-02	Phrap, Mapper	Genome replaced by a new version processed using IMG's annotation pipelines. New IMG identifier: 2623620942		Yes	No	Yes	2214	2006-12-01	C2A	Primary		NCKyrpides@lbl.gov	Nikos Kyrpides	jgalag@mit.edu	Galagan JE	jgalag@mit.edu	Galagan JE				Yes		11932238	No		GCA_000007345	PRJNA290	SAMN03081414	AE010299	8.1x		Level 6: Finished	Complete	Whole Genome Sequencing	Environmental	Aquatic	Oceanic	Marine	Sediment	Free living		Coccus-shaped	Isolate	Yes	None	Lithotroph	Gram-	Methanogen	Nonmotile	Anaerobe		Biotechnological, Carbon cycle, Energy production, Environmental	Nonsporulating	Mesophile	Yes							Hydrothermal vent, Marine, Oil fields, Sediment	Marine sediment								6.5-7																								5751492	4807	1			8	2454788	42.68	4421274	76.87	4721	98.21	86	1.79	10	3	3		3		59	17			2310	48.05	2411	50.16	3222	67.03	2871	59.73	621	12.92	3440	71.56	1108	23.05	988	20.55	1047	21.78	3674	76.43	2064	42.94	2657	55.27	858	17.85	3863	80.36	191	3.97	1191	24.78	675	14.04		1442	432	1736	766		1								100	1.21															
646564548	Archaea	Finished	CSP_787660, Methanoarchaea	Methanocaldococcus sp. FS406-22	DOE Joint Genome Institute  (JGI)	646564548	Euryarchaeota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp. FS406-22	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanocaldococcaceae	Methanocaldococcus	Methanocaldococcus sp000025525	40715	singleton	IMG/W 3.2		Ga0029354	Genome Analysis (Isolate)	Gp0001908	Gs0011859	2010-06-24				Yes	No	Yes	644281	2010-08-01	FS406-22	Primary		NCKyrpides@lbl.gov	Nikos Kyrpides	whitman@uga.edu	William Whitman	whitman@uga.edu	William Whitman		CSP	2008	No	202782		No		GCA_000025525.1	PRJNA37943	SAMN02598520	CP001902, CP001901			Level 6: Finished	Complete	Whole Genome Sequencing	Environmental	Aquatic	Hydrothermal vents	Marine	Unclassified	Free living		Coccus-shaped	Isolate	Yes	None	Lithotroph	Gram-	Methanogen, Nitrogen fixation	Motile		Piezophile	Biotechnological, Ecological	Nonsporulating	Thermophile	Unknown						Deep-sea hydrothermal vent from Pacific Ocean Axial volcano on the Juan de Fuca Ridge	Aquatic, Deep sea, Hot spring, Hydrothermal vent, Marine	Deep-sea hydrothermal vent from Pacific Ocean Axial volcano on the Juan de Fuca Ridge		23.366667			-44.933333																											1773136	1893	2			19	568097	32.04	1585739	89.43	1849	97.68	44	2.32	6	2	2		2		36	2			1283	67.78	566	29.9	195	10.3	1304	68.89	329	17.38	1471	77.71	641	33.86	605	31.96	631	33.33	1218	64.34	1132	59.8	717	37.88	541	28.58	1308	69.1	31	1.64	398	21.02	70	3.7	83	1046	292	1223	631										99.87	.19	202782	1377570						Unrestricted	100315						
2681813006	Archaea	Permanent Draft	Genome sequencing of Methanobacterium formicicum JCM 10132	Methanobacterium formicicum JCM 10132	University of Tokyo	2681813006	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum	Archaea	Methanobacteriota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	Methanobacterium formicicum			IMG Annotation Pipeline v.4.11.4	90172	Ga0128400	Genome Analysis (Isolate)	Gp0093079	Gs0110741	2016-06-30	Newbler v. 2.8			No	No	Yes	1300163	2016-06-30	JCM 10132	Primary											No			No		GCA_001316325.1	PRJDB899	SAMD00016804	BBES00000000		Ion Torrent PGM		Complete	Whole Genome Sequencing									Isolate	Yes											Yes																																								2437688	3856	71			5	1006622	41.29	1910335	78.37	3803	98.63	53	1.37	5	3	1		1		44	4			2535	65.74	1268	32.88	337	8.74	918	23.81	198	5.13	2480	64.32	706	18.31	392	10.17	422	10.94	3381	87.68	764	19.81	3039	78.81	356	9.23	3447	89.39	31	.8	711	18.44	4	.1		717	183	1343	531		1								66.18	2.36	0														
2875766385	Archaea	Permanent Draft	Lost Hammer	ANME-1 cluster archaeon LHC8	McGill University	2875766385	Euryarchaeota	Methanomicrobia	Methanophagales	unclassified	unclassified	unclassified	Archaea	Halobacteriota	Syntropharchaeia	ANME-1	ANME-1	JAGXOR01	JAGXOR01 sp023659785			IMG Annotation Pipeline v.5.0.15	234743	Ga0439081	Single Cell Analysis (unscreened)	Gp0490031	Gs0135943	2020-06-03	SPAdes v. 3.14	released by Elisse Magnuson		No		Yes	1046933	2021-04-23	LHC8	Reanalysis		elisse.magnuson@mail.mcgill.ca	Elisse Magnuson	elisse.magnuson@mail.mcgill.ca	Elisse Magnuson	elisse.magnuson@mail.mcgill.ca	Elisse Magnuson				No										Illumina MiSeq	Level 1: Standard Draft	Complete	Whole Genome Sequencing	Environmental	Aquatic	Hypersaline	Non-marine Saline and Alkaline	Sediment					No												Single Cell									79.7583			-90.6598																											1316926	1766	287			1	558752	42.43	1146105	87.03	1722	97.51	43	2.43	3	1	1		1		39	1	1	.06	1150	65.12	572	32.39	162	9.17	1162	65.8			1063	60.19	415	23.5	331	18.74	372	21.06	1350	76.44	590	33.41	1132	64.1	298	16.87	1424	80.63	27	1.53	282	15.97	1251	70.84		848		917	370										79.71	.16	0														
2512564055	Archaea	Finished	Methanocella conradii HZ254	Methanocella conradii HZ254	China Agricultural University	2512564055	Euryarchaeota	Methanomicrobia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii	Archaea	Halobacteriota	Methanocellia	Methanocellales	Methanocellaceae	Methanocella	Methanocella conradii	13867	singleton		7908	Ga0009541	Genome Analysis (Isolate)	Gp0006756	Gs0017657	2012-04-05	SOAPdenovo v. Unknown			Yes	No	Yes	1041930	2012-04-05	HZ254	Primary		xiaozhelv@gmail.com	Zhe Lv	xiaozhelv@gmail.com	Zhe Lyu	xiaozhelv@gmail.com	Zhe Lv, Zhe Lyu				Yes		22493204	No		GCA_000251105.1	PRJNA73221	SAMN02603117	CP003243		Illumina	Level 6: Finished	Complete	Whole Genome Sequencing	Environmental	Terrestrial	Unclassified	Soil	Agricultural land	Free living	Singles	Rod-shaped	Isolate	Yes		Chemolithotroph	Gram-	Methanogen		Obligate anaerobe		Climate change, Global carbon cycle	Nonsporulating	Thermophile	Yes						An experimental farm at China National Rice Research Institute in Hangzhou	Rice paddies	Rice field soil	China	30.0769			119.9103																											2378438	2512	1			1	1254393	52.74	2111530	88.78	2455	97.73	57	2.27	6	2	2		2		49	2			1772	70.54	683	27.19	329	13.1	1566	62.34	466	18.55	1888	75.16	709	28.22	708	28.18	733	29.18	1722	68.55	1358	54.06	1097	43.67	620	24.68	1835	73.05	113	4.5	645	25.68	216	8.6	143	1067	345	1304	623										100	.26	0														
2860331306	Archaea	Permanent Draft	Genomic Encyclopedia of Type Strains, Phase V (KMG-V): Genome sequencing to study the core and pangenomes of soil and plant-associated prokaryotes	Methanococcus maripaludis C12	DOE Joint Genome Institute  (JGI)	2860331306	Euryarchaeota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	Archaea	Methanobacteriota	Methanococci	Methanococcales	Methanococcaceae	Methanococcus	Methanococcus maripaludis	3707	clique	IMG Annotation Pipeline v.5.0.12	228661	Ga0416748	Genome Analysis (Isolate)	Gp0457698	Gs0129091	2020-03-19	spades v. 3.13.0			Yes	No	Yes	39152	2020-03-19	C12	Primary				rossello-mora@uib.es; whitman@uga.edu; mrazek@uga.edu	Ramon Rossell? Mora; William Whitman; Jan Mrazek	whitman@uga.edu	William Whitman	10.46936/10.25585/60001079	CSP	2017	No			No		GCA_013761165.1	PRJNA632156	SAMN14908255	JACDUN000000000		Illumina NovaSeq S4	Level 1: Standard Draft	Complete	Whole Genome Sequencing									Isolate	Yes															.14		USA: Georgia, Sapelo Island		Sapelo Island, Georgia	USA	31.39788044			-81.27134215																											1779103	1950	3				585453	32.91	1596014	89.73	1907	97.79	42	2.15	3	2	1				37	2	1	.05	1420	72.82	487	24.97	329	16.87	1574	80.72			1523	78.1	637	32.67	616	31.59	664	34.05	1243	63.74	1129	57.9	778	39.9	559	28.67	1348	69.13	63	3.23	409	20.97	20	1.03		1198		1277	563										99.91	.34	0	1257714	1257741	502937	Core and pangenomes of soil and plant-associated prokaryotes	SRX8893815		Unrestricted							
8088583707	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Methanobrevibacter sp. RUG13366		8088583707	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	332713	Ga0640211	Metagenome-Assembled Genome	Gp0580171	Gs0154273	2024-03-12				No	No	Yes	253161	2024-03-12	RUG13366	Primary											No			No		GCA_902788375.1			CADAKG000000000															No												Metagenomic																																							2785515	3026	351			2	903333	32.45	2427332	87.19	2980	98.48	44	1.45	2	1	0	0	1	0	40	2	2	.07	2098	69.33	882	29.15	731	24.16	2089	69.04			1952	64.51	705	23.3	631	20.85	654	21.61	2326	76.87	1097	36.25			573	18.94	2407	79.54	127	4.2	716	23.66	115	3.8		1227		1292	529												0														
2939508084	Archaea	Permanent Draft	Genome sequencing of Methanogenium marinum DSM 15558	Methanogenium marinum DSM 15558	Genomics BioSci & Tech Co., Ltd..	2939508084	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Methanogenium marinum	Archaea	Halobacteriota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanogenium	Unclassified	12521	clique	IMG Annotation Pipeline v.5.1.1	260439	Ga0526290	Genome Analysis (Isolate)	Gp0610793	Gs0156556	2022-02-15	Hifiasm v. 0.8			Yes		Yes	348610	2022-02-15	DSM 15558	Reanalysis		benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen	benbear.xe@gmail.com	Sheng-Chung Chen				No						PRJNA796146	SAMN24813622			PacBio Sequel	Level 2: High-Quality Draft	Complete	Whole Genome Sequencing	Environmental	Aquatic	Oceanic	Marine	Sediment				Isolate	Yes			Gram-			Anaerobe				Mesophile	Yes						Alaska, Scan Bay	Sediment	sediments, 38-45 m below the sediment surface	USA												25 C																			2236762	2237	2			2	1077571	48	1942153	86.83	2186	97.72	50	2.24	9	3	3	0	3	0	39	2	1	.04	1624	72.6	562	25.12	370	16.54	1643	73.45			1599	71.48	587	26.24	581	25.97	602	26.91	1584	70.81	1037	46.36			516	23.07	1670	74.65	100	4.47	578	25.84	183	8.18		1125		1255	494										81.71	.7	0					SRX13762257									
2681813127	Archaea	Permanent Draft	Methanosarcina Genome sequencing of Methanosarcina mazei strains isolated from sediment environments in the Columbia River Estuary in Oregon, USA	Methanosarcina mazei 3.F.T.1A.4	University of Illinois, Urbana-Champaign	2681813127	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique	IMG Annotation Pipeline v.4.11.4	90295	Ga0109766	Genome Analysis (Isolate)	Gp0130442	Gs0118159	2016-06-30	IDBA-UD v. 1.1.0			Yes	No	Yes	2209	2016-06-30	3.F.T.1A.4	Primary											No			No		GCA_000979635.1	PRJNA242781	SAMN02708949	JJPK00000000		Illumina HiSeq		Complete	Whole Genome Sequencing									Isolate	Yes								Evolution									Columbia River Estuary, north of Astoria, Oregon		sediment																																4155749	3645	133			7	1723287	41.47	3163213	76.13	3571	97.97	74	2.03	4	2	1		1		55	15			2445	67.08	1126	30.89	1076	29.52	2167	59.45	525	14.4	2611	71.63	943	25.87	858	23.54	877	24.06	2694	73.91	1621	44.47	1950	53.5	751	20.6	2820	77.37	146	4.01	873	23.95				1316	394	1628	723										99.98	2.92	0					SRX513738									
8065841578	Archaea	Permanent Draft	Genome sequencing of Methanohalophilus sp. SLHTYRO	Methanohalophilus profundi SLHTYRO	Universite de Bretagne Occidentale	8065841578	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus profundi	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus profundi			IMG Annotation Pipeline v.5.1.17	320674	Ga0452625	Genome Analysis (Isolate)	Gp0504200	Gs0149627	2023-11-07	SPAdes v. 3.10.0			Yes	No	Yes	2138083	2023-11-07	SLHTYRO	Primary											No			No		GCA_004137855.1	PRJNA445966	SAMN08804086	QBKB00000000		Illumina		Complete	Whole Genome Sequencing	Environmental	Aquatic	Unclassified	Non-marine Saline and Alkaline	Unclassified				Isolate	Yes								Model Organism			Yes						Mediterranean Sea		deep hypersaline anoxic basin Tyro	Mediterranean Sea	33.524236			26.21962																											1830088	2258	4			1	780912	42.69	1637006	89.49	2197	97.3	54	2.39	5	1	3	0	1	0	46	3	7	.31	1797	79.58	400	17.71	298	13.2	1828	80.96			1665	73.74	674	29.85	609	26.97	641	28.39	1556	68.91	1064	47.12			552	24.45	1645	72.85	57	2.52	405	17.94	15	.66		1202		1299	575										90.73	.24	0					SRX3918930, SRX3918929									
8096052053	Archaea		Rumen microbial communities from cattle in Penicuik, Scotland, United Kingdom	Methanobrevibacter sp. RUG14686		8096052053	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	uncultured Methanobrevibacter sp.	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified	Unclassified			IMG Annotation Pipeline v.5.2.1	336014	Ga0640237	Metagenome-Assembled Genome	Gp0580231	Gs0154273	2024-03-22				No	No	Yes	253161	2024-03-22	RUG14686	Primary											No			No		GCA_902801575.1			CADCIW000000000															No												Metagenomic																																							2099066	2253	318			1	666552	31.77	1720164	81.98	2218	98.45	34	1.51	0	0	0	0	0	0	32	2	1	.04	1652	73.32	566	25.12	481	21.35	1665	73.9			1580	70.13	562	24.94	520	23.08	541	24.01	1677	74.43	912	40.48			472	20.95	1746	77.5	57	2.53	454	20.15	66	2.93		1076		1154	471												0														
2681813367	Archaea	Finished	Genome sequencing and assembly of microorganisms from an acetoclastic consortium	Methanosarcina sp. 795 OTU795	Agriculture and Agri-Food Canada	2681813367	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina sp. 795	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina thermophila	1364	clique	IMG Annotation Pipeline v.4.11.4	90536	Ga0125174	Genome Analysis (Isolate)	Gp0142313	Gs0118947	2016-06-30	SOAPdenovo v. 2.01; Newbler v. 3.0			Yes	No	Yes	1653396	2016-06-30	OTU795	Primary											Yes		26481626	No		GCA_001402855.1	PRJNA283204	SAMN03610014	CP011449		454, Illumina MiSeq	Level 6: Finished	Complete	Whole Genome Sequencing									Isolate	Yes								Environmental																																											3122414	2776	1			5	1286870	41.31	2363304	75.87	2719	97.95	57	2.05	6	2	2		2		47	4			1955	70.43	764	27.52	588	21.18	1722	62.03	489	17.62	2071	74.6	821	29.57	763	27.49	802	28.89	1917	69.06	1350	48.63	1369	49.32	676	24.35	2043	73.6	97	3.49	614	22.12	1	.04		1201	381	1478	703		1								98.87	.54	0														
2636415905	Archaea	Finished	Methanogenic archaea and the global carbon cycle UIUC	Methanosarcina mazei C16	University of Illinois, Urbana-Champaign	2636415905	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	Archaea	Halobacteriota	Methanosarcinia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	Methanosarcina mazei	582	clique		72143	Ga0072472	Genome Analysis (Isolate)	Gp0074652	Gs0106969	2015-10-20	Newbler v. 2.3 and CLC v. 3.3 and Geneiousv. 4.5			Yes	No	Yes	1434113	2015-10-20	C16	Primary											No			No		GCA_000970245.1	PRJNA230945	SAMN03074581	CP009514		454 GS FLX Titanium, Illumina, ABI 3730	Level 6: Finished	Complete	Whole Genome Sequencing									Isolate	Yes								Environmental			Unknown																																								4166241	3633	1			8	1728474	41.49	3163007	75.92	3555	97.85	78	2.15	9	3	3		3		58	11			2500	68.81	1055	29.04	898	24.72	2202	60.61	525	14.45	2675	73.63	943	25.96	875	24.08	894	24.61	2661	73.25	1701	46.82	1854	51.03	768	21.14	2787	76.71	158	4.35	874	24.06	16	.44		1322	393	1611	726										99.98	1.2	0														
