GeneCart_GenomeID,1,Gene ID,Sequencing Status,Study Name,Genome Name / Sample Name,Sequencing Center,IMG Genome ID,NCBI Phylum,NCBI Class,NCBI Order,NCBI Family,NCBI Genus,Ecosystem,Ecosystem Category,Ecosystem Type,Ecosystem Subtype,Specific Ecosystem,,Habitat,NCBI Species
3300038975,assembled,Ga0224423_1000214522,Permanent Draft,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills,"Anaerobic digester sludge microbial community from a pulp and paper mill in Quebec, Canada - TemR1171227 MSP",University of Toronto,3300038975,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,anaerobic sludge,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills
3300038974,assembled,Ga0224423_1000234932,Permanent Draft,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills,"Anaerobic digester sludge microbial community from a pulp and paper mill in Alberta, Canada - MWAHD1180117 MSP",University of Toronto,3300038974,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,anaerobic sludge,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills
3300038949,assembled,Ga0224423_100090065,Permanent Draft,Activated sludge microbial communities from anaerobic digester at WWTP from various locations in Denmark,"Activated sludge microbial communities from anaerobic digester at WWTP in Randers, Denmark - SA-RHK-531",Aalborg University,3300038949,Engineered,Wastewater,Activated Sludge,Unclassified,Unclassified,Engineered,Wastewater,Activated Sludge,Unclassified,Unclassified,,Activated sludge,Activated sludge microbial communities from anaerobic digester at WWTP from various locations in Denmark
3300038849,assembled,Ga0224423_100216594,Permanent Draft,Activated sludge microbial communities from mesophilic anaerobic reactor in Belgium,Activated sludge microbial communities from mesophilic anaerobic reactor in Belgium - LL_2,Ku Leuven,3300038849,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,Activated sludge,Activated sludge microbial communities from mesophilic anaerobic reactor in Belgium
3300038846,assembled,Ga0224423_100288691,Permanent Draft,Activated sludge microbial communities from anaerobic digester at WWTP from various locations in Denmark,"Activated sludge microbial communities from anaerobic digester at WWTP in Viborg, Denmark - SA-RHK-528",Aalborg University,3300038846,Engineered,Wastewater,Activated Sludge,Unclassified,Unclassified,Engineered,Wastewater,Activated Sludge,Unclassified,Unclassified,,Activated sludge,Activated sludge microbial communities from anaerobic digester at WWTP from various locations in Denmark
3300038743,assembled,Ga0224423_100303742,Draft,"Sediment microbial communities from mud volcano in Sakhalin, Russia","Sediment microbial communities from mud volcano in Sakhalin, Russia - Sakh5",Research Center of Biotechnology of RAS,3300038743,Environmental,Terrestrial,Mud volcano,Unclassified,Unclassified,Environmental,Terrestrial,Mud volcano,Unclassified,Unclassified,,sediment,"Sediment microbial communities from mud volcano in Sakhalin, Russia"
3300038679,assembled,Ga0224423_100320402,Permanent Draft,Coal bed microbial communities from various locations in the United States,"Coal bed water microbial communities from the Powder River Basin, Montana, United States - T1YRFG11",DOE Joint Genome Institute  (JGI),3300038679,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,,coal bed water,Coal bed microbial communities from various locations in the United States
3300038675,assembled,Ga0224423_100368302,Permanent Draft,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills,"Anaerobic lagoon sludge microbial community from a pulp and paper mill in Alberta, Canada - WF170825 MSP",University of Toronto,3300038675,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,anaerobic sludge,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills
3300038675,assembled,Ga0224423_100379223,Permanent Draft,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills,"Anaerobic lagoon sludge microbial community from a pulp and paper mill in Alberta, Canada - WF170825 MSP",University of Toronto,3300038675,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,anaerobic sludge,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills
3300038673,assembled,Ga0224482_1000131519,Permanent Draft,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills,"Anaerobic lagoon sludge microbial community from a pulp and paper mill in Alberta, Canada - WF171204 MSP","Genome Quebec, University of Toronto",3300038673,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,anaerobic sludge,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills
3300038673,assembled,Ga0224482_100017841,Permanent Draft,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills,"Anaerobic lagoon sludge microbial community from a pulp and paper mill in Alberta, Canada - WF171204 MSP","Genome Quebec, University of Toronto",3300038673,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,anaerobic sludge,Metagenomes from Anaerobic Digestors at Pulp and Paper Mills
3300038581,assembled,Ga0224482_100113956,Permanent Draft,"Bacterial communities from sewage treatment works near Birtley, UK","Bioelectrochemical system biofilm bacterial communities from sewage treatment works near Birtley, UK - 27B 4M",Northumbria University,3300038581,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,wastewater,"Bacterial communities from sewage treatment works near Birtley, UK"
3300038558,assembled,Ga0224482_100162465,Permanent Draft,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States","Sediment microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States - Lox_North_3",DOE Joint Genome Institute  (JGI),3300038558,Environmental,Aquatic,Marine,Wetlands,Sediment,Environmental,Aquatic,Marine,Wetlands,Sediment,,sediment,"Soil microbial communities from Loxahatchee National Wildlife Refuge, Florida, United States"
3300038477,assembled,Ga0224482_100171994,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 714 E2 5-9 (v2) (version 2)",DOE Joint Genome Institute  (JGI),3300038477,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300038459,assembled,Ga0224482_100213256,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 713 E-1-D (v2) (version 2)",DOE Joint Genome Institute  (JGI),3300038459,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300038425,assembled,Ga0224482_100225905,Permanent Draft,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA","Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P19_D10",DOE Joint Genome Institute  (JGI),3300038425,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,peat soil,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA"
3300038424,assembled,Ga0224482_100236991,Permanent Draft,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA","Peat soil microbial communities from Marcell Experimental Forest, MN, USA - P17_D10",DOE Joint Genome Institute  (JGI),3300038424,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,peat soil,"Peat soil microbial communities from Marcell Experimental Forest, MN, USA"
3300038321,assembled,Ga0224482_100310285,Permanent Draft,"Liquor fermentation pit mud microbial communities from Chongqing University, China","Liquor fermentation pit mud microbial communities from Mianyang, China - Meta-8-3-20-T",Chongqing University,3300038321,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,Fermentation pit mud,"Liquor fermentation pit mud microbial communities from Chongqing University, China"
3300038312,assembled,Ga0224482_100565132,Permanent Draft,"Liquor fermentation pit mud microbial communities from Chongqing University, China","Liquor fermentation pit mud microbial communities from Luzhou, China - Meta-1-3-440-T",Chongqing University,3300038312,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,Fermentation pit mud,"Liquor fermentation pit mud microbial communities from Chongqing University, China"
3300037528,assembled,Ga0224482_100853741,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_18_07-R3",DOE Joint Genome Institute  (JGI),3300037528,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300037528,assembled,Ga0224482_101501232,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_18_07-R3",DOE Joint Genome Institute  (JGI),3300037528,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300037528,assembled,Ga0224482_103275311,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_18_07-R3",DOE Joint Genome Institute  (JGI),3300037528,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300037528,assembled,Ga0224486_1005565,Permanent Draft,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands","Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands - Granular Sludge_18_07-R3",DOE Joint Genome Institute  (JGI),3300037528,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,Engineered,Bioreactor,Anaerobic,Unclassified,Unclassified,,sludge,"Sludge microbial communities from methane-producing bioreactor in Wageningen University, Netherlands"
3300037461,assembled,Ga0224486_1009911,Permanent Draft,"Wetland microbial communities from Old Woman Creek delta, Ohio, USA","Sediment microbial communities from wetlands near Prado wetlands, California, USA - CSM_Prado_Oct18_PM_Bottom",DOE Joint Genome Institute  (JGI),3300037461,Environmental,Aquatic,Freshwater,Wetlands,Sediment,Environmental,Aquatic,Freshwater,Wetlands,Sediment,,sediment,"Wetland microbial communities from Old Woman Creek delta, Ohio, USA"
3300037212,assembled,Ga0224515_100000810,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peatland microbial communities from Stordalen Mire, Sweden - 711 E-2-M",DOE Joint Genome Institute  (JGI),3300037212,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300037163,assembled,Ga0224515_10000978,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peatland microbial communities from Stordalen Mire, Sweden - 716 E1 20-24",DOE Joint Genome Institute  (JGI),3300037163,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300037106,assembled,Ga0224515_10012843,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peatland microbial communities from Stordalen Mire, Sweden - 712 E-3-D",DOE Joint Genome Institute  (JGI),3300037106,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300037104,assembled,Ga0224515_10013251,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peatland microbial communities from Stordalen Mire, Sweden - 712 E-1-X",DOE Joint Genome Institute  (JGI),3300037104,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300037067,assembled,Ga0224515_10103281,Permanent Draft,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada","Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - LW162 2017",University of Waterloo,3300037067,Engineered,Solid waste,Landfill,Unclassified,Unclassified,Engineered,Solid waste,Landfill,Unclassified,Unclassified,,landfill leachate,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada"
3300037067,assembled,Ga0224517_1000005114,Permanent Draft,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada","Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - LW162 2017",University of Waterloo,3300037067,Engineered,Solid waste,Landfill,Unclassified,Unclassified,Engineered,Solid waste,Landfill,Unclassified,Unclassified,,landfill leachate,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada"
3300037067,assembled,Ga0224517_100006916,Permanent Draft,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada","Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - LW162 2017",University of Waterloo,3300037067,Engineered,Solid waste,Landfill,Unclassified,Unclassified,Engineered,Solid waste,Landfill,Unclassified,Unclassified,,landfill leachate,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada"
3300037048,assembled,Ga0224517_10002291,Permanent Draft,Coal bed microbial communities from various locations in the United States,"Coal bed water microbial communities from the Powder River Basin, Montana, United States - T0F11",DOE Joint Genome Institute  (JGI),3300037048,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,,coal bed water,Coal bed microbial communities from various locations in the United States
3300037047,assembled,Ga0224521_10132212,Permanent Draft,Coal bed microbial communities from various locations in the United States,"Coal bed water microbial communities from the Powder River Basin, Montana, United States - T0FGP",DOE Joint Genome Institute  (JGI),3300037047,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,,coal bed water,Coal bed microbial communities from various locations in the United States
3300037043,assembled,Ga0224521_10265911,Permanent Draft,Coal bed microbial communities from various locations in the United States,"Coal bed water microbial communities from the Powder River Basin, Montana, United States - T6FG11",DOE Joint Genome Institute  (JGI),3300037043,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,,coal bed water,Coal bed microbial communities from various locations in the United States
3300036987,assembled,Ga0224522_10001745,Permanent Draft,Coal bed microbial communities from various locations in the United States,"Coal bed water microbial communities from the Powder River Basin, Montana, United States - T11",DOE Joint Genome Institute  (JGI),3300036987,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,Environmental,Aquatic,Deep subsurface,Groundwater,Coalbed methane well water,,coal bed water,Coal bed microbial communities from various locations in the United States
3300036972,assembled,Ga0224522_10004675,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - 2AD 61 I",DOE Joint Genome Institute  (JGI),3300036972,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036967,assembled,Ga0224522_10366631,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - AD1 48 III",DOE Joint Genome Institute  (JGI),3300036967,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036966,assembled,Ga0224523_10021627,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - 2AD 48 II",DOE Joint Genome Institute  (JGI),3300036966,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036965,assembled,Ga0224524_100012731,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - 2AD 43 II",DOE Joint Genome Institute  (JGI),3300036965,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036964,assembled,Ga0224524_10043113,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - AD1 43 II",DOE Joint Genome Institute  (JGI),3300036964,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036959,assembled,Ga0224526_10069593,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - AD1 21 II",DOE Joint Genome Institute  (JGI),3300036959,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036958,assembled,Ga0224527_100084615,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - AD1 18 III",DOE Joint Genome Institute  (JGI),3300036958,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036953,assembled,Ga0224528_10114791,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - 2A-I",DOE Joint Genome Institute  (JGI),3300036953,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036951,assembled,Ga0224534_10016091,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - AD1 26 III",DOE Joint Genome Institute  (JGI),3300036951,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036947,assembled,Ga0224535_10176341,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Wastewater microbial communities from Lulu Island WWTP, Vancouver, Canada - AD1 52 III",DOE Joint Genome Institute  (JGI),3300036947,Engineered,WWTP,Wastewater,Unclassified,Unclassified,Engineered,WWTP,Wastewater,Unclassified,Unclassified,,wastewater,Methane metabolizing microbial communities from different methane-rich environments from various locations
3300036932,assembled,Ga0224554_10198252,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 714 E2 20-24",DOE Joint Genome Institute  (JGI),3300036932,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300036912,assembled,Ga0224555_10063221,Permanent Draft,"Peatland microbial communities from Stordalen Mire, Sweden","Peat soil microbial communities from Stordalen Mire, Sweden - 715 E2 20-24",DOE Joint Genome Institute  (JGI),3300036912,Environmental,Terrestrial,Soil,Wetlands,Peat,Environmental,Terrestrial,Soil,Wetlands,Peat,,soil,"Peatland microbial communities from Stordalen Mire, Sweden"
3300036761,assembled,Ga0224557_10086624,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL18G_13-S",DOE Joint Genome Institute  (JGI),3300036761,Environmental,Aquatic,Freshwater,Lake,Sediment,Environmental,Aquatic,Freshwater,Lake,Sediment,,sediment,Extremophilic microbial mat communities from USA and Mexico
3300035659,assembled,Ga0224558_10078528,Permanent Draft,Extremophilic microbial mat communities from USA and Mexico,"Sediment microbial communities from Yellowstone Lake, YNP, Wyoming, USA - YL18G_13-A",DOE Joint Genome Institute  (JGI),3300035659,Environmental,Aquatic,Freshwater,Lake,Sediment,Environmental,Aquatic,Freshwater,Lake,Sediment,,sediment,Extremophilic microbial mat communities from USA and Mexico
3300035640,assembled,Ga0224559_10008566,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_36_6 mgh",University of Alberta,3300035640,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035640,assembled,Ga0224559_10080721,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_36_6 mgh",University of Alberta,3300035640,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035639,assembled,Ga0224559_10270552,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_30_6 mgh",University of Alberta,3300035639,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035638,assembled,Ga0224559_10278001,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_18_6 mgh",University of Alberta,3300035638,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035561,assembled,Ga0226655_1000027983,Permanent Draft,Metagenomes form methanogenic light crude oil-degrading microbial community,"Lab-enriched produced water microbial community from an oilfield near Medicine Hat, Alberta, Canada - CrudeOil MSP",University of Calgary,3300035561,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,,produced water,Metagenomes form methanogenic light crude oil-degrading microbial community
3300035559,assembled,Ga0226655_1000038756,Permanent Draft,Metagenomes from methanogenic octacosane-degrading microbial community from a gas condensated-contaminated aquifer,"Lab-enriched alluvial aquifer microbial community from South Platte River Basin near Fort Lupton, Colorado, USA - C28 mgh",University of Calgary,3300035559,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,,Aquifer,Metagenomes from methanogenic octacosane-degrading microbial community from a gas condensated-contaminated aquifer
3300035558,assembled,Ga0226655_1000101120,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_24_6 mgh",University of Alberta,3300035558,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035557,assembled,Ga0226655_100011112,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_12_6 mgh",University of Alberta,3300035557,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035448,assembled,Ga0226655_100043799,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_33_6 mgh",University of Alberta,3300035448,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035447,assembled,Ga0226655_100067155,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_27_6 mgh",University of Alberta,3300035447,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035447,assembled,Ga0226655_100129773,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_27_6 mgh",University of Alberta,3300035447,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035437,assembled,Ga0226655_100145971,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_15_6 mgh",University of Alberta,3300035437,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035436,assembled,Ga0226655_100712671,Permanent Draft,Metagenomes from oil sands tailing ponds,"Wastewater microbial community from oil sands tailing pond near Ft. McMurray, Canada - 18E_1_14_6 mgh",University of Alberta,3300035436,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,Engineered,Wastewater,Industrial wastewater,Petrochemical,Unclassified,,waste water,Metagenomes from oil sands tailing ponds
3300035338,assembled,Ga0226657_1000043557,Permanent Draft,Bioreactor microbial communities from dechlorination culture samples - Genome Institute of Singapore,Bioreactor microbial communities from dechlorination culture samples - Genome Institute of Singapore - CG1-PCB,Genome Institute of Singapore,3300035338,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,Engineered,Bioreactor,Unclassified,Unclassified,Unclassified,,Bioreactor,Bioreactor microbial communities from dechlorination culture samples - Genome Institute of Singapore
3300035208,assembled,Ga0226657_1000046152,Draft,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada","Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - LW64-88 2017",University of Waterloo,3300035208,Engineered,Solid waste,Landfill,Unclassified,Unclassified,Engineered,Solid waste,Landfill,Unclassified,Unclassified,,Leachate,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada"
3300035208,assembled,Ga0226657_100004859,Draft,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada","Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - LW64-88 2017",University of Waterloo,3300035208,Engineered,Solid waste,Landfill,Unclassified,Unclassified,Engineered,Solid waste,Landfill,Unclassified,Unclassified,,Leachate,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada"
