1438,Ga0172365_10051779,3300013127,3300013127 assembled Ga0172365_100517793,Ga0172365_100517793,methyl-coenzyme M reductase alpha subunit,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment site 48cm (*) (MER-FS) (assembled)",1,563,NA,*Microbiome,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment site 48cm",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Freshwater,Lake,Sediment,Methane metabolizing microbial communities from different methane-rich environments from various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,NA,1466940267,3083893,3300013127 assembled Ga0172365_10051779,3300013127,assembled,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment site 48cm (*)",3,2726,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,100,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,67,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Freshwater,Lake,Sediment,sediment,
1440,Ga0172366_10066202,3300013128,3300013128 assembled Ga0172366_100662022,Ga0172366_100662022,methyl-coenzyme M reductase alpha subunit,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment site 69cm (*) (MER-FS) (assembled)",1,564,NA,*Microbiome,Permanent Draft,Methane metabolizing microbial communities from different methane-rich environments from various locations,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment site 69cm",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Freshwater,Lake,Sediment,Methane metabolizing microbial communities from different methane-rich environments from various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Lake,Freshwater,Sediment,sediment,,,,NA,1563066538,3263305,3300013128 assembled Ga0172366_10066202,3300013128,assembled,"Sediment microbial communities from Lake Kivu, Rwanda - Sediment site 69cm (*)",2,2477,Archaea,,,,,,,Archaea,100,Archaea,,,,,,,Archaea,100,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Freshwater,Lake,Sediment,sediment,
1466,Ga0172382_10001117,3300015214,3300015214 assembled Ga0172382_1000111739,Ga0172382_1000111739,methyl-coenzyme M reductase alpha subunit,"Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - Leachate well 138R metaG (*) (MER-FS) (assembled)",1,646,NA,*Microbiome,Permanent Draft,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada","Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - Leachate well 138R metaG",DOE Joint Genome Institute  (JGI),Engineered,Solid waste,Landfill,Unclassified,Unclassified,"Leachate and groundwater microbial communities from a municipal landfill and adjacent aquifer in Southern Ontario, Canada",NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Engineered,Solid waste,Unclassified,Landfill,Unclassified,landfill leachate,,,,NA,2151718941,3941155,3300015214 assembled Ga0172382_10001117,3300015214,assembled,"Leachate microbial communities from a municipal landfill in Southern Ontario, Canada - Leachate well 138R metaG (*)",49,48712,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Engineered,Solid waste,Landfill,Unclassified,Unclassified,landfill leachate,
1486,Ga0180301_10068177,3300014911,3300014911 assembled Ga0180301_100681771,Ga0180301_100681771,methyl-coenzyme M reductase alpha subunit,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay16, Core 4569-2, 12-15 cm (*) (MER-FS) (assembled)",1,641,NA,*Microbiome,Permanent Draft,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico","Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay16, Core 4569-2, 12-15 cm",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico",NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Sediment,marine sediment,,,,NA,1221258089,2497110,3300014911 assembled Ga0180301_10068177,3300014911,assembled,"Subseafloor sediment microbial communities from Guaymas Basin, Gulf of California, Mexico - Guay16, Core 4569-2, 12-15 cm (*)",2,2294,Archaea,,,,,,,Archaea,100,Archaea,,,,,,,Archaea,100,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Sediment,marine sediment,
1491,Ga0180403_106255,3300013797,3300013797 assembled Ga0180403_1062557,Ga0180403_1062557,methyl-coenzyme M reductase alpha subunit,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly (*) (MER-FS) (assembled)",1,583,NA,*Microbiome,Permanent Draft,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean","Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly",Marine Biological Laboratory,Environmental,Aquatic,Marine,Hydrothermal vents,Diffuse flow,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean",NA,NA,NA,NA,NA,NA,NA,,Illumina MiSeq,,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Diffuse flow,hydrothermal vent diffuse flow fluid,,,7.55,NA,196958927,248623,3300013797 assembled Ga0180403_106255,3300013797,assembled,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly (*)",9,5271,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,56,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,44,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Diffuse flow,hydrothermal vent diffuse flow fluid,
1492,Ga0180403_116123,3300013797,3300013797 assembled Ga0180403_1161232,Ga0180403_1161232,methyl-coenzyme M reductase alpha subunit,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly (*) (MER-FS) (assembled)",1,583,NA,*Microbiome,Permanent Draft,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean","Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly",Marine Biological Laboratory,Environmental,Aquatic,Marine,Hydrothermal vents,Diffuse flow,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean",NA,NA,NA,NA,NA,NA,NA,,Illumina MiSeq,,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Diffuse flow,hydrothermal vent diffuse flow fluid,,,7.55,NA,196958927,248623,3300013797 assembled Ga0180403_116123,3300013797,assembled,"Microbial community analysis of hydrothermal vent diffuse flow samples from Mid-Cayman Rise, Pacific Ocean - FS844 IDBA reassembly (*)",2,2881,Archaea,,,,,,,Archaea,100,Archaea,,,,,,,Archaea,100,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Diffuse flow,hydrothermal vent diffuse flow fluid,
1501,Ga0181296_101220,3300013886,3300013886 assembled Ga0181296_1012204,Ga0181296_1012204,methyl-coenzyme M reductase alpha subunit,"laboratory microbial enrichments from Reconcavo Basin petroleum reservoir, Newcastle Upon Tyne, UK - 15 gl 40C L1 15gl 40C L1 (*) (MER-FS) (assembled)",1,596,NA,*Microbiome,Permanent Draft,Microbial communities from methanogenic microcosms from oil petroleum samples,"laboratory microbial enrichments from Reconcavo Basin petroleum reservoir, Newcastle Upon Tyne, UK - 15 gl 40C L1 15gl 40C L1",UNIVERSIDADE DE SAO PAULO,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,Microbial communities from methanogenic microcosms from oil petroleum samples,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Engineered,Lab enrichment,Anaerobic media,Defined media,Unclassified,Laboratory microcosms,,,,NA,49775595,84709,3300013886 assembled Ga0181296_101220,3300013886,assembled,"laboratory microbial enrichments from Reconcavo Basin petroleum reservoir, Newcastle Upon Tyne, UK - 15 gl 40C L1 15gl 40C L1 (*)",5,4634,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,Laboratory microcosms,
1504,Ga0181297_100291,3300013883,3300013883 assembled Ga0181297_1002916,Ga0181297_1002916,methyl-coenzyme M reductase alpha subunit,"laboratory microbial enrichments from Reconcavo Basin petroleum reservoir, Newcastle Upon Tyne, UK - 15 gl 40C L2 15gl 40C L2 (*) (MER-FS) (assembled)",1,593,NA,*Microbiome,Permanent Draft,Microbial communities from methanogenic microcosms from oil petroleum samples,"laboratory microbial enrichments from Reconcavo Basin petroleum reservoir, Newcastle Upon Tyne, UK - 15 gl 40C L2 15gl 40C L2",UNIVERSIDADE DE SAO PAULO,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,Microbial communities from methanogenic microcosms from oil petroleum samples,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500,Level 1: Standard Draft,Complete,Metagenome,Engineered,Lab enrichment,Anaerobic media,Defined media,Unclassified,Laboratory microcosms,,,,NA,41316940,62021,3300013883 assembled Ga0181297_100291,3300013883,assembled,"laboratory microbial enrichments from Reconcavo Basin petroleum reservoir, Newcastle Upon Tyne, UK - 15 gl 40C L2 15gl 40C L2 (*)",16,14065,Archaea,,,,,,,Archaea,56,Archaea,,,,,,,Archaea,56,,,,,,,,,NA,NA,NA,Engineered,Lab enrichment,Defined media,Anaerobic media,Unclassified,Laboratory microcosms,
1857,Ga0190283_1004390,3300021508,3300021508 assembled Ga0190283_10043901,Ga0190283_10043901,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-0-1_MG (*) (MER-FS) (assembled)",1,811,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-0-1_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,242313859,494266,3300021508 assembled Ga0190283_1004390,3300021508,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-0-1_MG (*)",3,4206,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,Archaea; Euryarchaeota; Methanopyri; Methanopyrales; Methanopyraceae; Methanopyrus; Methanopyrus kandleri,67,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,Archaea; Euryarchaeota; Methanopyri; Methanopyrales; Methanopyraceae; Methanopyrus; Methanopyrus kandleri,67,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1858,Ga0190284_1004236,3300021511,3300021511 assembled Ga0190284_10042363,Ga0190284_10042363,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-1-2_MG (*) (MER-FS) (assembled)",1,813,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-1-2_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,303118174,607177,3300021511 assembled Ga0190284_1004236,3300021511,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-1-2_MG (*)",5,5104,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1859,Ga0190284_1007577,3300021511,3300021511 assembled Ga0190284_10075774,Ga0190284_10075774,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-1-2_MG (*) (MER-FS) (assembled)",1,813,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-1-2_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,303118174,607177,3300021511 assembled Ga0190284_1007577,3300021511,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-1-2_MG (*)",5,3312,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1860,Ga0190285_1001740,3300021588,3300021588 assembled Ga0190285_10017401,Ga0190285_10017401,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG (*) (MER-FS) (assembled)",1,823,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,95272852,208464,3300021588 assembled Ga0190285_1001740,3300021588,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG (*)",4,4328,Archaea,,,,,,,Archaea,75,Archaea,,,,,,,Archaea,75,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1861,Ga0190285_1001782,3300021588,3300021588 assembled Ga0190285_10017821,Ga0190285_10017821,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG (*) (MER-FS) (assembled)",1,823,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,95272852,208464,3300021588 assembled Ga0190285_1001782,3300021588,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG (*)",4,4245,Archaea,,,,,,,Archaea,75,Archaea,,,,,,,Archaea,75,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1862,Ga0190285_1002517,3300021588,3300021588 assembled Ga0190285_10025172,Ga0190285_10025172,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG (*) (MER-FS) (assembled)",1,823,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,95272852,208464,3300021588 assembled Ga0190285_1002517,3300021588,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-2-3_MG (*)",4,3289,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1863,Ga0190286_1002521,3300024423,3300024423 assembled Ga0190286_10025217,Ga0190286_10025217,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*) (MER-FS) (assembled)",1,898,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,431675414,1007877,3300024423 assembled Ga0190286_1002521,3300024423,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*)",9,6475,Archaea,Euryarchaeota,Methanomicrobia,,,,,Archaea; Euryarchaeota; Methanomicrobia,33,Archaea,Euryarchaeota,Methanomicrobia,,,,,Archaea; Euryarchaeota; Methanomicrobia,33,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1864,Ga0190286_1003142,3300024423,3300024423 assembled Ga0190286_10031427,Ga0190286_10031427,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*) (MER-FS) (assembled)",1,898,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,431675414,1007877,3300024423 assembled Ga0190286_1003142,3300024423,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*)",8,5782,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,43,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,71,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1865,Ga0190286_1004101,3300024423,3300024423 assembled Ga0190286_10041011,Ga0190286_10041011,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*) (MER-FS) (assembled)",1,898,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,431675414,1007877,3300024423 assembled Ga0190286_1004101,3300024423,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*)",3,4958,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,Archaea; Euryarchaeota; Methanopyri; Methanopyrales; Methanopyraceae; Methanopyrus; Methanopyrus kandleri,67,Archaea,Euryarchaeota,Methanopyri,Methanopyrales,Methanopyraceae,Methanopyrus,Methanopyrus kandleri,Archaea; Euryarchaeota; Methanopyri; Methanopyrales; Methanopyraceae; Methanopyrus; Methanopyrus kandleri,67,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1866,Ga0190286_1009815,3300024423,3300024423 assembled Ga0190286_10098154,Ga0190286_10098154,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*) (MER-FS) (assembled)",1,898,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,431675414,1007877,3300024423 assembled Ga0190286_1009815,3300024423,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*)",4,2984,,,,,,,,,NA,,,,,,,,,NA,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1868,Ga0190286_1031325,3300024423,3300024423 assembled Ga0190286_10313251,Ga0190286_10313251,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*) (MER-FS) (assembled)",1,898,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,431675414,1007877,3300024423 assembled Ga0190286_1031325,3300024423,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-18-3-4_MG (*)",1,1518,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus; Candidatus Methanomassiliicoccus intestinalis,100,Archaea,Candidatus Thermoplasmatota,Thermoplasmata,Methanomassiliicoccales,Methanomassiliicoccaceae,Methanomassiliicoccus,Candidatus Methanomassiliicoccus intestinalis,Archaea; Candidatus Thermoplasmatota; Thermoplasmata; Methanomassiliicoccales; Methanomassiliicoccaceae; Methanomassiliicoccus; Candidatus Methanomassiliicoccus intestinalis,100,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1869,Ga0190293_1003785,3300021514,3300021514 assembled Ga0190293_10037851,Ga0190293_10037851,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-0-1_MG (*) (MER-FS) (assembled)",1,816,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-0-1_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,378970519,782903,3300021514 assembled Ga0190293_1003785,3300021514,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-0-1_MG (*)",6,5116,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,67,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,50,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
1870,Ga0190294_1000126,3300021580,3300021580 assembled Ga0190294_10001268,Ga0190294_10001268,methyl-coenzyme M reductase alpha subunit,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-1-2_MG (*) (MER-FS) (assembled)",1,821,NA,*Microbiome,Permanent Draft,Microbial communities from sediments and microbial mats in various locations,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-1-2_MG",DOE Joint Genome Institute  (JGI),Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,Microbial communities from sediments and microbial mats in various locations,NA,NA,NA,NA,NA,NA,NA,,Illumina HiSeq 2500-1TB,Level 1: Standard Draft,Complete,Metagenome,Environmental,Aquatic,Hydrothermal vents,Marine,Microbial mats,hydrothermal vent microbial mat,,,,NA,87935217,241630,3300021580 assembled Ga0190294_1000126,3300021580,assembled,"Hydrothermal vent microbial mat bacterial communities from Southern Trench, Guaymas Basin, Mexico - 4869-30-1-2_MG (*)",8,5726,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,38,Archaea,Euryarchaeota,,,,,,Archaea; Euryarchaeota,38,,,,,,,,,NA,NA,NA,Environmental,Aquatic,Marine,Hydrothermal vents,Microbial mats,hydrothermal vent microbial mat,
